City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
514,Madison,US,81.86,clear sky,34.7334,-86.5667,Embassy Suites by Hilton Huntsville Hotel & Spa
516,Guanica,PR,82.06,clear sky,17.9716,-66.908,Copamarina Beach Resort & Spa
517,Luganville,VU,83.41,broken clouds,-15.5333,167.1667,The Espiritu Hotel
518,Chanthaburi,TH,81.5,overcast clouds,12.8333,102.1667,Home Valley Station Garden River.
520,Camana,PE,62.4,few clouds,-16.6228,-72.7111,Hostal Morales
521,Khorinsk,RU,72.41,overcast clouds,52.1657,109.7726,Uda
526,Boa Vista,BR,78.78,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
527,Sfantu Gheorghe,RO,60.26,few clouds,45.8667,25.7833,Hotel Park
528,Nenjiang,CN,68.11,moderate rain,49.1833,125.2167,Nenjiang Apartment
529,Nouna,BF,84.65,few clouds,12.7333,-3.8667,Sabunyuma So
530,Vitim,RU,67.91,overcast clouds,59.4511,112.5578,Gostinitsa V Apteke
533,Akyab,MM,85.15,scattered clouds,20.15,92.9,Hotel Memory
534,Rodrigues Alves,BR,62.8,clear sky,-7.738,-72.6509,Pousada Aconchego
536,Sohag,EG,81.57,clear sky,26.557,31.6948,Civil Registry - Sohag 1
537,Kampong Thum,KH,83.93,overcast clouds,12.7111,104.8887,Sambor Village Hotel
539,Kearney,US,80.51,clear sky,40.6995,-99.0815,"Holiday Inn Kearney, an IHG Hotel"
540,Sao Gabriel Da Cachoeira,BR,68.61,overcast clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
541,Lansing,US,66.58,clear sky,42.7325,-84.5555,Quality Inn University
542,Corinto,GR,76.89,broken clouds,37.9407,22.9573,Ephira Hotel
543,Mayumba,GA,74.28,scattered clouds,-3.432,10.6554,LIKWALE LODGE
545,Akcakoca,TR,63.41,broken clouds,41.0866,31.1162,Turkuaz Beach Otel
546,Lovington,US,90.18,few clouds,32.944,-103.3485,Comfort Inn & Suites Lovington
547,Westerly,US,67.41,scattered clouds,41.3776,-71.8273,La Quinta Inn & Suites by Wyndham Stonington-Mystic Area
549,Aginskoye,RU,71.1,clear sky,51.1,114.53,Кочевник
551,Bambanglipuro,ID,81.93,overcast clouds,-7.95,110.2833,Puri Brata
552,Tepalcatepec,MX,82.11,overcast clouds,19.1833,-102.85,Maria De Jesus
553,Mount Pleasant,US,81.0,mist,32.7941,-79.8626,Best Western Patriots Point
554,Tymovskoye,RU,70.43,overcast clouds,50.8456,142.655,"Gostinitsa ""Domashnyaya"""
555,Shimoda,JP,75.56,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
559,Doka,SD,79.75,few clouds,13.5167,35.7667,Um Rakuba Refugee Camp
560,Solnechnyy,RU,78.69,few clouds,50.7214,136.6319,Hotel complex Pastoral
561,Atlantic City,US,68.18,clear sky,39.3643,-74.4229,Courtyard by Marriott Atlantic City Beach Block
567,Dibulla,CO,77.23,overcast clouds,11.2725,-73.3091,Hospedaje Dibulla Beach
570,Tokmak,UA,63.93,few clouds,47.2514,35.7058,Дом приезжих
573,Pokhara,NP,79.02,broken clouds,28.2333,83.9833,OYO 170 Hotel View Point
574,Ribeira Brava,PT,69.01,few clouds,32.65,-17.0667,Hotel do Campo
575,Ankang,CN,82.94,clear sky,32.68,109.0172,安琪酒店
576,Santa Marta,CO,77.05,light intensity drizzle,11.2408,-74.199,Hotel La Ballena Azul
578,Olot,ES,69.6,clear sky,42.181,2.4901,Hotel Riu Fluvià
579,Lata,PT,65.07,clear sky,40.1629,-8.3327,Casa Maquia
580,Natal,BR,77.22,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
581,Iquitos,PE,71.64,broken clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
582,Gaogou,CN,84.43,overcast clouds,34.0175,119.1886,GreenTree Inn JiangSu Huaian Gaogou Town First Street Shell Hotel
583,Goose Creek,US,80.89,scattered clouds,32.981,-80.0326,"Holiday Inn Express & Suites Charleston-North, an IHG Hotel"
584,Nantucket,US,66.0,broken clouds,41.2835,-70.0995,Jared Coffin House
586,Aswan,EG,86.74,clear sky,24.0934,32.907,Nuba Nile
587,Morondava,MG,67.64,clear sky,-20.2833,44.2833,La Case Bambou
589,Huicungo,PE,67.77,broken clouds,-7.2833,-76.8,Gran Pajaten Trek
592,Manchar,IN,77.25,scattered clouds,19.0,73.9333,Niwara Lodge
594,Rayong,TH,89.96,overcast clouds,12.8333,101.4333,Suan Palm Garden View Hotel
595,Gurupi,BR,73.98,broken clouds,-11.7292,-49.0686,Via Norte Hotel
596,Port Macquarie,AU,63.9,clear sky,-31.4333,152.9167,Rydges Port Macquarie
597,Bilgi,IN,78.17,overcast clouds,16.35,75.6167,Kenada Lodge
598,San Jose,US,69.85,scattered clouds,37.3394,-121.895,The Westin San Jose
599,Padang,ID,84.25,overcast clouds,-0.9492,100.3543,Mercure Padang
603,Bengkulu,ID,82.18,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
604,Flinders,AU,63.05,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
605,Dwarka,IN,85.55,broken clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
608,Ahmadnagar,IN,78.55,broken clouds,19.0833,74.7333,STARiHOTELS Maliwada Ahmednagar
612,Ponta Delgada,PT,62.51,few clouds,37.7333,-25.6667,Vila Nova Hotel
613,Simoes,BR,74.14,overcast clouds,-7.5989,-40.8178,Hotel Ponto Certo
614,Naifaru,MV,82.96,overcast clouds,5.4444,73.3657,Naifaru Residence Guest House
616,Simdega,IN,94.68,broken clouds,22.6167,84.5167,Circuit House
618,Semnan,IR,79.2,clear sky,35.5729,53.3971,Semnan Tourist Hotel
620,Inirida,CO,69.8,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
621,Petrovsk-Zabaykalskiy,RU,74.3,overcast clouds,51.273,108.843,Arley
622,Valera,VE,70.72,overcast clouds,9.3178,-70.6036,Hotel Camino Real
623,Paramonga,PE,62.85,few clouds,-10.6667,-77.8333,"Av Douglas Stephen, Los Chalets Paramonga, Lima, Perú"
625,Ngaoundere,CM,62.85,overcast clouds,7.3167,13.5833,Hotel Mentong Palace
626,Port Shepstone,ZA,62.2,clear sky,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
627,Sinjar,IQ,71.58,clear sky,36.3209,41.8754,زوماني فون 1
628,Evans,US,87.04,few clouds,33.5337,-82.1307,Evans hide out
629,Chunskiy,RU,78.48,broken clouds,56.0815,99.6342,Odisseya
630,Dandong,CN,74.57,overcast clouds,40.1292,124.3947,Yiranju Farmstay
631,Novyy Urengoy,RU,66.96,few clouds,66.0833,76.6333,Apartments Moy Dom na Gubkina
632,Jeremie,HT,79.83,broken clouds,18.65,-74.1167,Auberge’Inn
633,Koutiala,ML,78.85,few clouds,12.3917,-5.4642,Hotel La Chaumiere
634,Santa Maria Do Para,BR,71.58,clear sky,-1.3503,-47.5756,Shopping Motel (Adults Only)
635,Lesosibirsk,RU,76.28,scattered clouds,58.2358,92.4828,"""Vitalina"" hotel"
636,Suffolk,US,69.42,scattered clouds,40.8668,-72.7996,Greenwood Village
637,Tucurui,BR,74.84,overcast clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
638,Quatre Cocos,MU,71.71,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
639,Turayf,SA,64.65,clear sky,31.6725,38.6637,Turaif
640,Igarka,RU,65.08,overcast clouds,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
642,Basco,PH,84.9,scattered clouds,20.4487,121.9702,Nathaniel's Lodge
643,Bathsheba,BB,81.21,few clouds,13.2167,-59.5167,Atlantis Hotel
644,Tapiramuta,BR,63.77,scattered clouds,-11.8472,-40.7914,Hotel Santana
645,Kaliganj,BD,93.25,overcast clouds,23.4095,89.1402,অয়ন বিশ্বাস হাউজ
646,Malanville,BJ,83.35,broken clouds,11.8685,3.3899,Hotel Sejour du Sahel
647,Soure,BR,79.05,clear sky,-0.7167,-48.5233,Casarão da Amazônia
650,Hilton Head Island,US,82.45,broken clouds,32.2163,-80.7526,Disney’s Hilton Head Island Resort
653,Zschopau,DE,60.78,overcast clouds,50.75,13.0667,Hotel Gasthof Zur Linde
654,Kpandu,GH,74.12,overcast clouds,6.9954,0.2931,Emo House
655,Zhezkazgan,KZ,78.78,clear sky,47.8043,67.7144,Hotel Zumrat
656,Damaturu,NG,81.77,broken clouds,11.747,11.9608,"Hayas Guest Inn, Central Roundabout, Gujba Road"
657,Mogadishu,SO,79.05,overcast clouds,2.0371,45.3438,Hotel Juba
658,Sertania,BR,67.15,few clouds,-8.0736,-37.2644,Hotel Esperança
659,Sampit,ID,78.89,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
660,Barvinkove,UA,63.61,heavy intensity rain,48.9097,37.0205,"Khostel ""Fortetsya"""
661,Prado,BR,71.89,few clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
662,Acapulco,MX,80.42,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
663,Dawei,MM,85.3,overcast clouds,14.0833,98.2,Hotel Dawei
664,Cozumel,MX,80.01,clear sky,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
667,Zumarraga,PH,87.31,broken clouds,11.6388,124.8417,Alegria
668,Djambala,CG,68.02,broken clouds,-2.5447,14.7533,Hotel Ravin D'or
669,Columbus,US,73.6,scattered clouds,39.9612,-82.9988,DoubleTree Suites by Hilton Hotel Columbus Downtown
671,Mezhdurechensk,RU,70.11,light rain,53.6942,88.0603,Apartments Mezhdurechensk
672,Deputatskiy,RU,63.91,clear sky,69.3,139.9,Baza Otdykha
673,Tuscaloosa,US,83.98,scattered clouds,33.2098,-87.5692,Hampton Inn Tuscaloosa-University
674,Anapskaya,RU,68.23,clear sky,44.89,37.38,Continent Hotel
677,Kununurra,AU,78.78,scattered clouds,-15.7667,128.7333,Hotel Kununurra
679,Kamyaran,IR,72.12,clear sky,34.7956,46.9355,هتل آپارتمان وخانه معلم
680,Casablanca,MA,79.02,broken clouds,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
682,Linxia,CN,69.26,broken clouds,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
683,Cockburn Town,TC,80.4,clear sky,21.4612,-71.1419,Osprey Beach Hotel
